A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
6,30.135968232502915,1.0,0.5237436865591812,307.37049774221373,10.0,0.9261516890119412,185.002974390145,1.5,0.868737048620197,233.22700628964313,10.0,0.254145373209982,68.0783809068346,1.0,0.576581446786369,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,policy 0,dikesnet
95,251.25115902119344,1.5,0.19254821880635398,68.02280887886657,10.0,0.8356671083524485,72.6276035239276,10.0,0.4790720356822517,230.5040258715171,1.0,0.9653887505590016,157.97430341080783,1.5,0.7621271588745221,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,policy 0,dikesnet
117,247.52605417480197,1.0,0.005984148999223871,42.199330704776074,1.0,0.15392780121959407,253.28103034489834,1.0,0.703698401412635,110.82662383810415,1.5,0.8122852574534845,107.83386963721425,1.5,0.23449802064134814,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,policy 0,dikesnet
17,48.02316906177684,1.5,0.6803708647191498,325.2816162020097,10.0,0.8469608606494823,258.11667827968745,1.0,0.4160517588049902,179.14909630220762,1.5,0.7846822352190762,228.43967494610877,1.0,0.1807814958463769,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,policy 0,dikesnet
130,53.425215174241224,1.0,0.31848748044151487,58.95365123186812,1.5,0.41743823786115924,259.8607258250498,1.5,0.21579511670840953,89.40523171069682,10.0,0.8610606733009982,39.093424308914734,1.5,0.45237551981108404,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,policy 0,dikesnet
26,142.6991352396244,1.0,0.8064024076579052,45.579959278835304,1.5,0.17123703334667095,325.7684577465612,1.0,0.33757231068180055,247.91392514547593,1.5,0.8553313536418798,194.16646181241927,1.0,0.15022991352238574,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,policy 0,dikesnet
2,74.15864703594735,1.5,0.21058267111128448,276.5134865155116,1.5,0.20358640465249528,157.48865109716783,1.0,0.0020661036118529937,342.94450349749746,10.0,0.0782433191408685,269.7995403423882,1.0,0.2924078837376915,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,policy 0,dikesnet
12,169.376559881817,1.5,0.7179756311769021,82.35119820371023,1.0,0.8243564314223393,203.87446778659123,10.0,0.02503832837009108,266.87831288269837,1.0,0.9310513202770226,285.9426953433825,10.0,0.4546974041361325,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,policy 0,dikesnet
88,67.39584931521114,1.5,0.030544275329357762,135.5110257314339,10.0,0.19950604917627326,241.9350714764381,1.5,0.6202489312928693,252.8927379034619,1.5,0.8796338343897347,56.349759413657644,1.0,0.9670944236903755,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,policy 0,dikesnet
7,212.0294339466343,1.5,0.586882243929315,133.90216637181874,1.0,0.9789060584244984,74.46672701766153,1.0,0.33052005903974546,349.3457821720493,10.0,0.4087519244359129,312.14805953077234,1.0,0.6496265581278118,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,policy 0,dikesnet
132,209.59586594582157,1.0,0.3893658725246351,227.86848384814962,1.0,0.8239796623754763,112.58841461892675,1.5,0.6265335689462713,325.37575930793923,1.5,0.08254356373606869,204.51142697919568,1.5,0.8316909035070937,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,policy 0,dikesnet
38,233.65204649005508,1.5,0.0485852897428993,136.97023758271968,10.0,0.9980966729287876,38.52903887001338,1.0,0.6779937338197074,271.69991538929,1.0,0.04570671006072825,86.97418602341298,1.5,0.855096282005927,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,policy 0,dikesnet
52,47.65172312253139,10.0,0.8328195913024773,183.1610148244561,10.0,0.6528474655849873,336.70303195880666,10.0,0.6482860320361148,303.12248079702914,1.5,0.2163110977523765,69.57672165489262,1.5,0.537972891419439,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,policy 0,dikesnet
2,225.27767415077992,1.5,0.7622933269618873,36.771924164134276,1.5,0.1734224265347573,47.11908113609106,1.0,0.8014974884931163,258.870159879943,1.0,0.8567483378566357,201.6551957041456,10.0,0.44033049724616025,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,policy 0,dikesnet
88,205.452736231066,1.0,0.5648608030633728,307.783442650482,1.0,0.1867837280576802,307.1625901918711,1.0,0.0867146024679271,214.39446216961397,1.0,0.23981564400326202,170.265271967217,1.0,0.05750687311971554,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,policy 0,dikesnet
0,273.2374984665992,1.0,0.5129671856306298,116.57391058713175,1.0,0.41399363046500015,239.71169271643112,10.0,0.38401615217407986,222.49596016660914,1.0,0.7144359999689254,91.87974005039504,1.5,0.49529862878797404,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,policy 0,dikesnet
45,43.26789537330164,1.5,0.15831252094649564,308.98862990248017,1.0,0.39254415039688517,173.70376295072697,1.0,0.2231350434346681,246.46423386138324,1.5,0.150504204309425,287.2515940415602,1.0,0.06210817157876252,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,policy 0,dikesnet
47,231.72682924882685,1.5,0.18253329481016659,43.83263850198688,1.0,0.8152587878018517,56.22739693683707,1.5,0.34454976880099836,92.7545011535041,1.5,0.7498228256641667,326.8837628047222,1.0,0.8267628912809577,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,policy 0,dikesnet
62,254.97431122620605,1.5,0.6009016908052118,40.913681395060706,10.0,0.5363499704159446,133.90907778996518,1.0,0.17597269909478253,308.7490144455217,1.0,0.6172248437988492,70.71353058152239,10.0,0.33190413358859727,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,policy 0,dikesnet
125,230.95809272380984,1.5,0.48320535969193273,283.6708441030887,1.0,0.5740653624931297,255.99371368586785,1.5,0.9650885363698505,243.67960245701033,1.5,0.7018397665366995,60.37373002996223,1.0,0.9847643806027379,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,policy 0,dikesnet
17,271.018078053272,10.0,0.026071086757976085,312.27298196555637,1.5,0.28282061341468673,342.65212114594186,10.0,0.5013340820689236,174.09870011152105,1.0,0.7718781974902483,195.69057835932765,10.0,0.3112567030331781,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,policy 0,dikesnet
40,195.53767818213387,1.5,0.8848464346530718,181.7378072380204,10.0,0.8155868902420544,203.2517529894201,1.5,0.9769991641152433,309.84617031700475,1.0,0.3115104743708375,328.29984557110396,10.0,0.5098322638474081,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,policy 0,dikesnet
44,115.00128633444297,1.0,0.30299587048545223,255.51567381970847,10.0,0.5894990649816582,334.9718476340094,1.5,0.5699308822163792,48.65941553569839,1.5,0.19057969981327835,284.8396326896451,1.0,0.4768347707648442,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,policy 0,dikesnet
113,169.90902364781942,1.5,0.5874388655413211,316.781686756648,1.5,0.7261323325893859,72.8337333399582,10.0,0.631896374470211,317.9395309577635,1.0,0.1692392308432503,33.30639397740447,1.0,0.39394967594318364,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,policy 0,dikesnet
8,121.52331586407308,1.5,0.6866615567104039,117.33217230752118,1.0,0.8795792341446823,160.31422970089596,1.5,0.8572931816425379,264.3932931138374,1.0,0.24957826017725998,87.87914755314517,1.0,0.8398283409143494,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,policy 0,dikesnet
100,89.02726920022138,10.0,0.5910294677460592,108.28487555466909,1.0,0.3157155151354354,65.81653486821114,10.0,0.5969413941877354,149.28887781148245,1.0,0.9426038505972467,313.1995077334217,1.0,0.4925976023207455,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,policy 0,dikesnet
115,301.3588637764227,10.0,0.9382466935378142,305.6219866959074,1.5,0.1969436664752171,132.63657447754474,1.5,0.10135965491601925,143.75174624024925,1.5,0.6023898005919492,69.31857169181058,1.5,0.04532658010154188,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,policy 0,dikesnet
