A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
95,125.55722361410132,1.5,0.7210477106037505,51.45942470994567,1.0,0.892699276899021,128.32522422492997,1.0,0.9234105401558189,106.40060225691192,1.5,0.4039669383969074,238.3322829557083,1.0,0.7824790169976089,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,policy 0,dikesnet
60,104.58736597202135,10.0,0.9688208579948746,81.9127640475347,1.0,0.040455495563986456,227.75582533162628,1.5,0.6578473661848514,227.17816697703628,10.0,0.8183416502104837,200.37210567271129,10.0,0.9025055402926195,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,policy 0,dikesnet
38,119.63871409183326,1.5,0.7316807751051498,137.98252502170624,10.0,0.1864173715000083,48.15030673827864,10.0,0.32942530476968185,164.45671297027326,1.0,0.39309519179620783,191.95953217153232,1.5,0.4552289960057295,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,policy 0,dikesnet
7,67.49512163691378,10.0,0.43769350382300753,349.6891588116228,1.0,0.9384337181823553,281.0969546159956,10.0,0.12056436730041996,231.86164289955855,10.0,0.7778586244240516,265.20553216935843,1.5,0.12562430029774416,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,policy 0,dikesnet
108,57.326344441196746,1.0,0.8115157896997723,111.66489400630479,1.5,0.779410512446948,191.22395002157515,1.0,0.9654874968254323,228.35992883433332,10.0,0.340598213494071,284.92087027772163,10.0,0.5039661078412725,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,policy 0,dikesnet
91,200.91914347971607,1.5,0.10300209800038665,304.58443800350415,10.0,0.7314097947051061,173.522732872762,1.5,0.7973963179045963,63.67042268770784,1.0,0.43626446945727826,256.2031642217999,10.0,0.17045510142672793,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,policy 0,dikesnet
45,345.0701770522985,10.0,0.4417210338769608,81.0742057998774,1.5,0.05805596670183428,260.66057148797734,1.5,0.07918799281227502,80.30631129960673,1.0,0.10480373318210759,349.9223300465354,1.5,0.7268463231995788,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,policy 0,dikesnet
119,259.051543635969,10.0,0.5235264520576074,345.5799508101936,1.0,0.3599789682024718,146.41070392766488,1.0,0.3914993389676337,285.5134127476784,10.0,0.6778120783155089,108.18401181564579,1.5,0.09371559563241326,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,policy 0,dikesnet
96,329.95287362473675,10.0,0.7145940577730924,127.74300920031737,1.5,0.307867222090885,254.35049134875038,1.5,0.937394421637122,155.39665518636076,1.0,0.2790265301793123,274.8758993225374,1.5,0.6909794722653404,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,policy 0,dikesnet
95,154.80272048458258,10.0,0.49041535978029516,239.77953757336832,1.0,0.48775716628408416,176.20583920588996,10.0,0.14968066811263592,122.40261848924123,1.0,0.6393577842753272,342.5414000224644,1.5,0.030593231432105294,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,policy 0,dikesnet
127,167.69785884002718,1.5,0.472429076532606,251.7051711770769,10.0,0.41795307740193477,239.06126265800657,1.5,0.025597982577979843,342.2166313292635,1.5,0.35390669160579,298.9916463449093,1.0,0.421824601065553,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,policy 0,dikesnet
55,144.66183776239745,10.0,0.33417529224141823,96.14676050327282,1.5,0.19427471566577376,165.1654186232926,1.0,0.17140109627557304,214.0638687214329,1.5,0.49683665104493185,171.02155651963662,1.5,0.5676270245698548,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,policy 0,dikesnet
10,249.26629640094518,10.0,0.1976916964022031,175.63990653456858,10.0,0.17542744241856245,237.8289736467626,1.0,0.8367290479635187,308.1966125191074,1.5,0.247889366253683,298.4808172411623,1.0,0.40144199280677106,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,policy 0,dikesnet
46,312.1411856949218,1.5,0.9622149496024803,331.3032559825765,1.0,0.5884269210501564,77.6574189265868,1.5,0.6254522420165434,264.00330121418096,10.0,0.8683937915319181,243.38878608012774,1.0,0.22732114348107132,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,policy 0,dikesnet
110,208.87626633340122,10.0,0.9060478862087848,310.73302537620015,1.0,0.4621427315994898,124.57041220740585,1.0,0.43363241845686057,182.19100745188646,1.5,0.981555204656776,139.43509714222535,1.5,0.23254311904856081,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,policy 0,dikesnet
75,321.7852256437735,1.5,0.9745174539979878,113.81339982483132,1.0,0.2904875865635309,305.53666664932666,10.0,0.9573172302777374,333.54440585094926,10.0,0.7811787398390169,143.82836288812575,10.0,0.5403601646836603,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,policy 0,dikesnet
21,316.3882311775012,1.5,0.2138122291188258,132.76739940536706,1.0,0.9491378963823374,49.3175920126759,1.0,0.7947861775345454,227.44124209978577,10.0,0.6881709826814434,336.4869829706458,10.0,0.4909136112338147,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,policy 0,dikesnet
103,284.7347339000877,1.0,0.2994077449114571,47.459245554627614,1.0,0.2875664560989282,302.9653856344405,10.0,0.20736016220165535,225.86067906241638,10.0,0.24037500982418075,142.04815310649983,1.0,0.2799981843964627,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,policy 0,dikesnet
14,243.28301119218793,1.0,0.40508445535800286,329.35686689027693,1.5,0.48942815780270005,109.18272160193399,1.5,0.2679976791671428,302.75229364521584,1.5,0.08058952443921177,81.50866111250117,10.0,0.46580829054761924,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,policy 0,dikesnet
16,120.17181281716297,10.0,0.9096149758391341,335.1022557289091,1.5,0.22882048559550755,168.41528832684813,10.0,0.6348593275707418,338.34826915224687,1.0,0.16699313832627913,173.46200483532908,1.0,0.13892635706122566,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,policy 0,dikesnet
115,148.71509555191557,1.0,0.5023094373652405,90.18768343940617,1.0,0.7783699925281297,106.02412626697975,1.5,0.2051889799643985,263.6023786270905,1.0,0.4043101464726839,166.18835554036434,1.5,0.3940717752839156,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,policy 0,dikesnet
93,306.30239247501663,1.5,0.03941059793124877,219.07250512632376,1.5,0.6521319717251496,212.10786019562443,1.0,0.9435244965303689,288.8707561144263,10.0,0.34560994515279975,183.81687244458686,1.0,0.2562603071166676,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,policy 0,dikesnet
80,56.59802604924356,1.5,0.6150145396497128,303.4213770000587,1.5,0.12728345967080337,250.32585932035482,10.0,0.3661171494929029,310.9435424076665,10.0,0.4164402492690079,71.68443396151382,1.0,0.8212185105550336,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,policy 0,dikesnet
96,88.22909601884676,1.5,0.6003585367802269,232.2325309590703,10.0,0.08941670211332066,203.0067944903614,1.0,0.8343104105386048,222.04356886302375,10.0,0.051467856737222366,61.64787198816181,1.5,0.26284634324274747,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,policy 0,dikesnet
94,307.70078115964805,10.0,0.5150229024456896,168.28517045553326,1.5,0.45340793858234274,73.9864694908076,1.0,0.9263222769218267,329.5494523041127,10.0,0.5200919331288208,177.47417358013382,1.0,0.2782739376843652,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,policy 0,dikesnet
108,246.7808857955359,1.5,0.7062548509999366,256.8168532221746,1.5,0.5373066270412822,161.27575534897397,1.0,0.6738444694271867,64.56353790771732,1.5,0.19037047510579058,329.4197401285387,1.5,0.7288257052767768,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,policy 0,dikesnet
91,36.430677078378025,10.0,0.3153814895321707,254.0795310131641,1.0,0.7030677583324534,266.9310839147728,1.5,0.7188087979155893,218.1823760443354,1.0,0.2576103187897778,348.408783273179,1.5,0.684242876633266,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,policy 0,dikesnet
62,72.15380548227782,10.0,0.7526863335036371,34.43801597975804,1.0,0.33105088400889376,253.19133048408165,10.0,0.5546859822323876,322.75214067867194,1.0,0.49716750770557644,181.7380942251049,1.0,0.9424542479651795,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,policy 0,dikesnet
37,266.7102861627172,1.5,0.7647262468137408,172.99213740569684,1.5,0.3874074743963844,157.5649713881656,10.0,0.20992104229994113,113.54438363716285,1.5,0.2199708783166158,201.93509228464166,10.0,0.36667372550175503,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,policy 0,dikesnet
59,204.91293053898295,1.5,0.7856342634987872,103.96457566993674,1.0,0.6592590885526125,282.76241075103883,1.5,0.7155817193430406,163.04148424904074,1.5,0.866013474064711,267.3461526552899,10.0,0.8510315418694092,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,policy 0,dikesnet
96,300.5873150864486,1.5,0.35312102257027767,260.17429437827235,10.0,0.7135232003533873,217.30414413868613,1.0,0.9873919113785483,271.89791198147896,1.5,0.413526838256347,140.3385668589716,1.5,0.03611158967178241,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,policy 0,dikesnet
122,211.70515263965945,1.5,0.2864666583651299,149.02189705926932,1.5,0.7100021014824465,141.26354788151642,10.0,0.3582691237119485,204.61833176114874,10.0,0.9959911861926676,85.44156283045739,1.5,0.8129682457924049,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,policy 0,dikesnet
55,251.2647724592474,10.0,0.4681233667686333,49.55330478734059,1.0,0.25416431104297404,300.72080471513226,10.0,0.7849520565779774,210.5621657568393,10.0,0.425067514309793,206.87389653264546,10.0,0.09290451275250906,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,policy 0,dikesnet
9,287.98747075116944,1.5,0.32651091686518846,267.28582129731586,1.0,0.7598106388595992,181.2035796331167,10.0,0.32032187660792966,284.6097208035842,10.0,0.941500977389952,66.7170256433547,1.5,0.22673059444841265,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,policy 0,dikesnet
111,327.24423312996555,1.5,0.3865881094196268,48.88115111942177,1.5,0.11486954862249736,225.16128579313775,10.0,0.3842575927004243,111.70739795976667,1.0,0.4515472389723491,147.05818536469286,10.0,0.5291070534034986,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,policy 0,dikesnet
41,99.10292653527968,1.0,0.6691270916233507,102.86047793535361,10.0,0.17199621317673566,291.43643894390766,1.5,0.5668587274039362,210.9958712738998,10.0,0.9407161512174328,48.68115139708334,1.0,0.8395958882496796,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,policy 0,dikesnet
88,34.76207249514253,10.0,0.43585485495595716,152.70633717300086,10.0,0.29308733048238717,215.68140599477164,1.0,0.9393929155637556,168.36317093730105,1.5,0.4717105768750638,115.46062557736106,1.5,0.555437870825765,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,policy 0,dikesnet
131,151.8462473348824,1.0,0.9111991134959002,164.9729117189657,10.0,0.5080196671391107,256.62727456070286,10.0,0.23983208527965322,179.005664916434,1.5,0.17729175022103058,38.35578679563309,10.0,0.4193658804859906,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,policy 0,dikesnet
64,232.891173364358,10.0,0.9502586897591027,146.0217793646261,1.0,0.16705800804635623,216.8646244848848,10.0,0.33044887845540943,131.39491503996146,1.5,0.7857184560973716,201.65371978318547,1.5,0.3892343255681644,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,policy 0,dikesnet
114,123.44990987300393,1.5,0.7089266924441412,326.37880362335574,1.0,0.10025854603003946,201.38174787938382,1.5,0.7277629226789558,163.7921529437615,10.0,0.22039939399668632,317.73125953267925,1.0,0.35080118757627515,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,policy 0,dikesnet
31,245.09476914509787,1.0,0.5568747138055438,207.25414553403456,1.5,0.9694094353489204,303.77445457154005,1.5,0.8616213035240018,291.5491343182466,1.5,0.4541252174687771,190.64716847735386,1.0,0.47954634783733396,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,policy 0,dikesnet
87,44.02715399814669,1.5,0.18032953215940542,321.56219373922045,1.5,0.11215076671849072,144.3022213473172,1.5,0.4597004058199927,252.74483064233507,10.0,0.5044870257162312,52.289746836319885,1.0,0.00887919225369157,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,policy 0,dikesnet
72,226.63617032890778,1.0,0.6956792872669596,329.96698950959734,1.0,0.13192326339558624,245.3898198634086,1.5,0.07061196788795489,89.71082639419915,1.0,0.09667247156736057,98.76984938178603,1.5,0.988670730502169,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,policy 0,dikesnet
31,90.4684394219954,1.5,0.7918846188109169,182.45143199958196,1.5,0.9271470522107941,247.6120475462905,1.5,0.20081110149535233,314.2541447606741,1.5,0.424004299185377,88.59412618446932,10.0,0.557459223737504,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,policy 0,dikesnet
101,38.761792972435735,1.0,0.976270621246475,144.37286646794982,1.0,0.4958547128893688,97.08266839452757,1.5,0.6332473389331037,149.5008769855411,10.0,0.8986894168230969,222.09481448487088,1.0,0.5697708531664709,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,policy 0,dikesnet
115,188.73671793979943,1.5,0.1601621582215015,81.68822611244376,1.0,0.03953918142213552,323.974067948021,1.5,0.14062998696951812,316.96820820696183,1.5,0.6221834824256488,141.33241723022303,10.0,0.03303801119396568,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,policy 0,dikesnet
122,78.70764948804292,1.0,0.09171330630229352,205.34653350728604,1.5,0.31585483631294,139.44085561730483,1.5,0.08037806563501483,204.17172558072485,1.0,0.18541518916297872,116.47765201719616,10.0,0.0667472990386514,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,policy 0,dikesnet
11,262.49666621150243,1.5,0.36325988524997477,270.8510775557878,1.0,0.32375210894412526,126.61616721343846,1.0,0.16088573881830648,99.52363074191621,1.0,0.8629068239305782,135.69464705926146,10.0,0.6929361115697552,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,policy 0,dikesnet
45,299.6316237030248,1.5,0.20164166775743134,155.4920087880909,10.0,0.7565634052140122,255.97328006012603,10.0,0.22282308956647887,260.6513979959933,10.0,0.585246530751245,267.9229525820946,10.0,0.9490184205017667,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,policy 0,dikesnet
115,86.3808636249639,10.0,0.015692398982893298,335.55601954489134,1.0,0.554657944703044,143.30945325876118,1.0,0.5083094222894842,281.70075397635185,1.0,0.18268455950581441,323.432870611323,10.0,0.19489420331025456,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,policy 0,dikesnet
20,269.7482278920802,1.0,0.4428193774163564,226.01981757097874,10.0,0.5179575363465434,36.42197699676333,1.5,0.9283035332904431,283.22958680449295,1.5,0.660480468321791,76.7442171637818,1.0,0.535360360512856,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,policy 0,dikesnet
38,207.06756362094416,10.0,0.1902762528512144,192.1981434916347,10.0,0.503717559399575,155.80808138286753,1.5,0.4354520865791367,103.5241353050195,1.0,0.6038402920414383,128.554165895217,1.0,0.9448233889642125,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,policy 0,dikesnet
